text;setting;entrance;exit;business;delivery;modifier;location;unknown;play;year;lemmas;clean_lemmas;pos;ner_lemmas;ner_pos
(с тарелками и салфеткой).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['с', 'тарелка', 'и', 'салфетка'];['тарелка', 'салфетка'];['S', 'S'];['тарелка', 'салфетка'];['S', 'S']
(Наливает суп и ест.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['наливать', 'суп', 'и', 'есть'];['наливать', 'суп'];['V', 'S'];['наливать', 'суп'];['V', 'S']
(защищая рукою кушанье).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['защищать', 'рука', 'кушанье'];['защищать', 'рука', 'кушанье'];['V', 'S', 'S'];['защищать', 'рука', 'кушанье'];['V', 'S', 'S']
(Ест.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['есть'];[];[];[];[]
(Продолжает есть.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['продолжать', 'быть'];['продолжать'];['V'];['продолжать'];['V']
(Режет курицу.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['резать', 'курица'];['резать', 'курица'];['V', 'S'];['резать', 'курица'];['V', 'S']
(Режет жаркое.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['резать', 'жаркий'];['резать', 'жаркий'];['V', 'A'];['резать', 'жаркий'];['V', 'A']
(Ест.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['есть'];[];[];[];[]
(Ковыряет пальцем в зубах.);0;0;1;1;0;0;0;0;gogol-revizor;1836;['ковырять', 'палец', 'в', 'зуб'];['ковырять', 'палец', 'зуб'];['V', 'S', 'S'];['ковырять', 'палец', 'зуб'];['V', 'S', 'S']
(Вытирает рот салфеткой.);0;1;0;0;0;0;0;0;gogol-revizor;1836;['вытирать', 'рот', 'салфетка'];['вытирать', 'рот', 'салфетка'];['V', 'S', 'S'];['вытирать', 'рот', 'салфетка'];['V', 'S', 'S']
Слуга убирает и уносит тарелки вместе с Осипом.;0;1;0;0;0;0;0;0;gogol-revizor;1836;['слуга', 'убирать', 'и', 'уносить', 'тарелка', 'вместе', 'с', 'осип'];['слуга', 'убирать', 'уносить', 'тарелка', 'вместе', 'осип'];['S', 'V', 'V', 'S', 'ADV', 'V'];['слуга', 'убирать', 'уносить', 'тарелка', 'вместе', 'осип'];['S', 'V', 'V', 'S', 'ADV', 'V']
Хлестаков, потом Осип.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['хлестаков', 'потом', 'осип'];['хлестаков', 'осип'];['S', 'V'];['Имя', 'осип'];['PERSN', 'V']
(входит).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['входить'];['входить'];['V'];['входить'];['V']
(испугавшись).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['испугаться'];['испугаться'];['V'];['испугаться'];['V']
(Бодрится и выпрямливается.);0;1;0;1;0;0;0;0;gogol-revizor;1836;['бодриться', 'и', 'выпрямливаться'];['бодриться', 'выпрямливаться'];['V', 'V'];['бодриться', 'выпрямливаться'];['V', 'V']
(У дверей вертится ручка. Хлестаков бледнеет и съеживается.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['у', 'дверь', 'вертеться', 'ручка', 'хлестаков', 'бледнеть', 'и', 'съеживаться'];['дверь', 'вертеться', 'ручка', 'хлестаков', 'бледнеть', 'съеживаться'];['S', 'V', 'S', 'S', 'V', 'V'];['дверь', 'вертеться', 'ручка', 'Имя', 'бледнеть', 'съеживаться'];['S', 'V', 'S', 'PERSN', 'V', 'V']
Хлестаков, городничий и Добчинский. Городничий, вошед, останавливается. Оба в испуге смотрят несколько минут один на другого, выпучив глаза.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['хлестаков', 'городничий', 'и', 'добчинский', 'городничий', 'вошед', 'останавливаться', 'оба', 'в', 'испуг', 'смотреть', 'несколько', 'минута', 'один', 'на', 'другой', 'выпучивать', 'глаз'];['хлестаков', 'городничий', 'добчинский', 'городничий', 'вошед', 'останавливаться', 'оба', 'испуг', 'смотреть', 'несколько', 'минута', 'выпучивать', 'глаз'];['S', 'S', 'S', 'S', 'S', 'V', 'NUM', 'S', 'V', 'ADV', 'S', 'V', 'S'];['Имя', 'городничий', 'Имя', 'городничий', 'вошед', 'останавливаться', 'оба', 'испуг', 'смотреть', 'несколько', 'минута', 'выпучивать', 'глаз'];['PERSN', 'S', 'PERSN', 'S', 'S', 'V', 'NUM', 'S', 'V', 'ADV', 'S', 'V', 'S']
(немного оправившись и протянув руки по швам).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['немного', 'оправляться', 'и', 'протягивать', 'рука', 'по', 'шов'];['немного', 'оправляться', 'протягивать', 'рука', 'шов'];['ADV', 'V', 'V', 'S', 'S'];['немного', 'оправляться', 'протягивать', 'рука', 'шов'];['ADV', 'V', 'V', 'S', 'S']
(кланяется).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['кланяться'];['кланяться'];['V'];['кланяться'];['V']
(сначала немного заикается, но к концу речи говорит громко).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['сначала', 'немного', 'заикаться', 'но', 'к', 'конец', 'речь', 'говорить', 'громко'];['сначала', 'немного', 'заикаться', 'конец', 'речь', 'говорить', 'громко'];['ADV', 'ADV', 'V', 'S', 'S', 'V', 'ADV'];['сначала', 'немного', 'заикаться', 'конец', 'речь', 'говорить', 'громко'];['ADV', 'ADV', 'V', 'S', 'S', 'V', 'ADV']
Бобчинский выглядывает из дверей.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['бобчинский', 'выглядывать', 'из', 'дверь'];['бобчинский', 'выглядывать', 'дверь'];['S', 'V', 'S'];['Имя', 'выглядывать', 'дверь'];['PERSN', 'V', 'S']
(робея).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['робеть'];['робеть'];['V'];['робеть'];['V']
(Бодрится.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['бодриться'];['бодриться'];['V'];['бодриться'];['V']
(в сторону).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(храбрясь).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['храбриться'];['храбриться'];['V'];['храбриться'];['V']
(Стучит кулаком по столу.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['стучать', 'кулак', 'по', 'стол'];['стучать', 'кулак', 'стол'];['V', 'S', 'S'];['стучать', 'кулак', 'стол'];['V', 'S', 'S']
(вытянувшись и дрожа всем телом).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['вытягиваться', 'и', 'дрожать', 'весь', 'тело'];['вытягиваться', 'дрожать', 'весь', 'тело'];['V', 'V', 'APRO', 'S'];['вытягиваться', 'дрожать', 'весь', 'тело'];['V', 'V', 'APRO', 'S']
Бобчинский выглядывает в дверь и в испуге прячется.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['бобчинский', 'выглядывать', 'в', 'дверь', 'и', 'в', 'испуг', 'прятаться'];['бобчинский', 'выглядывать', 'дверь', 'испуг', 'прятаться'];['S', 'V', 'S', 'S', 'V'];['Имя', 'выглядывать', 'дверь', 'испуг', 'прятаться'];['PERSN', 'V', 'S', 'S', 'V']
(дрожа).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['дрожать'];['дрожать'];['V'];['дрожать'];['V']
(В размышлении.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['в', 'размышление'];['размышление'];['S'];['размышление'];['S']
(в сторону).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Вслух.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['вслух'];['вслух'];['ADV'];['вслух'];['ADV']
(поднося бумажки).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['подносить', 'бумажка'];['подносить', 'бумажка'];['V', 'S'];['подносить', 'бумажка'];['V', 'S']
(принимая деньги).;0;1;0;0;0;0;0;0;gogol-revizor;1836;['принимать', 'деньги'];['принимать', 'деньги'];['V', 'S'];['принимать', 'деньги'];['V', 'S']
(в сторону).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
Осип входит.;0;0;0;0;1;0;0;0;gogol-revizor;1836;['осип', 'входить'];['осип', 'входить'];['V', 'V'];['осип', 'входить'];['V', 'V']
(К городничему и Добчинскому.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['к', 'городничий', 'и', 'добчинский'];['городничий', 'добчинский'];['S', 'S'];['городничий', 'Имя'];['S', 'PERSN']
(Добчинскому.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['добчинский'];['добчинский'];['S'];['Имя'];['PERSN']
(Добчинскому.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['добчинский'];['добчинский'];['S'];['Имя'];['PERSN']
Городничий и Добчинский садятся. Бобчинский выглядывает в дверь и прислушивается.;0;0;0;0;1;0;0;0;gogol-revizor;1836;['городничий', 'и', 'добчинский', 'садиться', 'бобчинский', 'выглядывать', 'в', 'дверь', 'и', 'прислушиваться'];['городничий', 'добчинский', 'садиться', 'бобчинский', 'выглядывать', 'дверь', 'прислушиваться'];['S', 'S', 'V', 'S', 'V', 'S', 'V'];['городничий', 'Имя', 'садиться', 'Имя', 'выглядывать', 'дверь', 'прислушиваться'];['S', 'PERSN', 'V', 'PERSN', 'V', 'S', 'V']
(в сторону).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Вслух.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['вслух'];['вслух'];['ADV'];['вслух'];['ADV']
(в сторону).;0;0;0;1;1;0;0;0;gogol-revizor;1836;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Вслух.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['вслух'];['вслух'];['ADV'];['вслух'];['ADV']
(в сторону, с лицом, принимающим ироническое выражение).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['в', 'сторона', 'с', 'лицо', 'принимать', 'иронический', 'выражение'];['сторона', 'лицо', 'принимать', 'иронический', 'выражение'];['S', 'S', 'V', 'A', 'S'];['сторона', 'лицо', 'принимать', 'иронический', 'выражение'];['S', 'S', 'V', 'A', 'S']
(Вслух.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['вслух'];['вслух'];['ADV'];['вслух'];['ADV']
(в сторону).;0;0;0;0;0;0;0;0;gogol-revizor;1836;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Вслух.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['вслух'];['вслух'];['ADV'];['вслух'];['ADV']
(в сторону).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Вслух.);0;1;0;1;0;0;0;0;gogol-revizor;1836;['вслух'];['вслух'];['ADV'];['вслух'];['ADV']
(Окидывает глазами комнату.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['окидывать', 'глаз', 'комната'];['окидывать', 'глаз', 'комната'];['V', 'S', 'S'];['окидывать', 'глаз', 'комната'];['V', 'S', 'S']
Те же и трактирный слуга, сопровождаемый Осипом. Бобчинский выглядывает в дверь.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['тот', 'же', 'и', 'трактирный', 'слуга', 'сопровождать', 'осип', 'бобчинский', 'выглядывать', 'в', 'дверь'];['трактирный', 'слуга', 'сопровождать', 'осип', 'бобчинский', 'выглядывать', 'дверь'];['A', 'S', 'V', 'V', 'S', 'V', 'S'];['трактирный', 'слуга', 'сопровождать', 'осип', 'Имя', 'выглядывать', 'дверь'];['A', 'S', 'V', 'V', 'PERSN', 'V', 'S']
(Слуге.);0;0;1;1;0;0;0;0;gogol-revizor;1836;['слуга'];['слуга'];['S'];['слуга'];['S']
(Прячет деньги.);0;1;0;0;0;0;0;0;gogol-revizor;1836;['прятать', 'деньги'];['прятать', 'деньги'];['V', 'S'];['прятать', 'деньги'];['V', 'S']
Слуга уходит. В дверь выглядывает Бобчинский.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['слуга', 'уходить', 'в', 'дверь', 'выглядывать', 'бобчинский'];['слуга', 'уходить', 'дверь', 'выглядывать', 'бобчинский'];['S', 'V', 'S', 'V', 'S'];['слуга', 'уходить', 'дверь', 'выглядывать', 'Имя'];['S', 'V', 'S', 'V', 'PERSN']
Городничий, Хлестаков, Добчинский.;0;0;0;0;1;0;0;0;gogol-revizor;1836;['городничий', 'хлестаков', 'добчинский'];['городничий', 'хлестаков', 'добчинский'];['S', 'S', 'S'];['городничий', 'Имя', 'Имя'];['S', 'PERSN', 'PERSN']
Бобчинский выставляет голову в дверь.;0;0;0;0;1;0;0;0;gogol-revizor;1836;['бобчинский', 'выставлять', 'голова', 'в', 'дверь'];['бобчинский', 'выставлять', 'голова', 'дверь'];['S', 'V', 'S', 'S'];['Имя', 'выставлять', 'голова', 'дверь'];['PERSN', 'V', 'S', 'S']
(Добчинскому).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['добчинский'];['добчинский'];['S'];['Имя'];['PERSN']
(тихо Добчинскому).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['тихо', 'добчинский'];['тихо', 'добчинский'];['ADV', 'S'];['тихо', 'Имя'];['ADV', 'PERSN']
(Хлестакову.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['хлестаков'];['хлестаков'];['S'];['Имя'];['PERSN']
(Пишет и в то же время говорит про себя.);0;0;0;1;1;0;0;0;gogol-revizor;1836;['писать', 'и', 'в', 'тот', 'же', 'время', 'говорить', 'про', 'себя'];['писать', 'время', 'говорить'];['V', 'S', 'V'];['писать', 'время', 'говорить'];['V', 'S', 'V']
(Написавши, отдает Добчинскому, который подходит к двери, но в это время дверь обрывается и подслушивавший с другой стороны Бобчинский летит вместе с нею на сцену. Все издают восклицания. Бобчинский подымается.);0;0;0;0;1;0;0;0;gogol-revizor;1836;['написать', 'отдавать', 'добчинский', 'который', 'подходить', 'к', 'дверь', 'но', 'в', 'этот', 'время', 'дверь', 'обрываться', 'и', 'подслушивать', 'с', 'другой', 'сторона', 'бобчинский', 'лететь', 'вместе', 'с', 'она', 'на', 'сцена', 'все', 'издавать', 'восклицание', 'бобчинский', 'подыматься'];['написать', 'отдавать', 'добчинский', 'который', 'подходить', 'дверь', 'время', 'дверь', 'обрываться', 'подслушивать', 'сторона', 'бобчинский', 'лететь', 'вместе', 'сцена', 'издавать', 'восклицание', 'бобчинский', 'подыматься'];['V', 'V', 'S', 'APRO', 'V', 'S', 'S', 'S', 'V', 'V', 'S', 'S', 'V', 'ADV', 'S', 'V', 'S', 'S', 'V'];['написать', 'отдавать', 'Имя', 'который', 'подходить', 'дверь', 'время', 'дверь', 'обрываться', 'подслушивать', 'сторона', 'Имя', 'лететь', 'вместе', 'сцена', 'издавать', 'восклицание', 'Имя', 'подыматься'];['V', 'V', 'PERSN', 'APRO', 'V', 'S', 'S', 'S', 'V', 'V', 'S', 'PERSN', 'V', 'ADV', 'S', 'V', 'S', 'PERSN', 'V']
(делая Бобчинскому укорительный знак, Хлестакову).;0;0;0;1;1;0;0;0;gogol-revizor;1836;['делать', 'бобчинский', 'укорительный', 'знак', 'хлестаков'];['делать', 'бобчинский', 'укорительный', 'знак', 'хлестаков'];['V', 'S', 'A', 'S', 'S'];['делать', 'Имя', 'укорительный', 'знак', 'Имя'];['V', 'PERSN', 'A', 'S', 'PERSN']
(Осипу.);0;0;1;0;0;0;0;0;gogol-revizor;1836;['осип'];['осип'];['V'];['осип'];['V']
(Пропускает вперед Хлестакова и следует за ним, но, оборотившись, говорит с укоризной Бобчинскому).;0;0;0;0;0;0;0;1;gogol-revizor;1836;['пропускать', 'вперед', 'хлестаков', 'и', 'следовать', 'за', 'он', 'но', 'оборачиваться', 'говорить', 'с', 'укоризна', 'бобчинский'];['пропускать', 'вперед', 'хлестаков', 'следовать', 'оборачиваться', 'говорить', 'укоризна', 'бобчинский'];['V', 'ADV', 'S', 'V', 'V', 'V', 'S', 'S'];['пропускать', 'вперед', 'Имя', 'следовать', 'оборачиваться', 'говорить', 'укоризна', 'Имя'];['V', 'ADV', 'PERSN', 'V', 'V', 'V', 'S', 'PERSN']
(Уходит. за ним Бобчинский.);1;0;0;0;0;0;0;0;gogol-revizor;1836;['уходить', 'за', 'он', 'бобчинский'];['уходить', 'бобчинский'];['V', 'S'];['уходить', 'Имя'];['V', 'PERSN']
Занавес опускается.;0;0;0;1;1;0;0;0;gogol-revizor;1836;['занавес', 'опускаться'];['занавес', 'опускаться'];['S', 'V'];['занавес', 'опускаться'];['S', 'V']
Комната первого действия.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['комната', 'первый', 'действие'];['комната', 'первый', 'действие'];['S', 'ANUM', 'S'];['комната', 'первый', 'действие'];['S', 'ANUM', 'S']
Анна Андреевна, Марья Антоновна стоят у окна в тех же самых положениях.;0;0;0;0;1;0;0;0;gogol-revizor;1836;['анна', 'андреевна', 'марья', 'антоновна', 'стоять', 'у', 'окно', 'в', 'тот', 'же', 'самый', 'положение'];['анна', 'андреевна', 'марья', 'антоновна', 'стоять', 'окно', 'самый', 'положение'];['S', 'S', 'S', 'S', 'V', 'S', 'APRO', 'S'];['Имя', 'Имя', 'Имя', 'Имя', 'стоять', 'окно', 'самый', 'положение'];['PERSN', 'PERSN', 'PERSN', 'PERSN', 'V', 'S', 'APRO', 'S']
(Всматривается в окно и вскрикивает.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['всматриваться', 'в', 'окно', 'и', 'вскрикивать'];['всматриваться', 'окно', 'вскрикивать'];['V', 'S', 'V'];['всматриваться', 'окно', 'вскрикивать'];['V', 'S', 'V']
(Машет платком.);0;1;0;0;0;0;0;0;gogol-revizor;1836;['махать', 'платок'];['махать', 'платок'];['V', 'S'];['махать', 'платок'];['V', 'S']
(Кричит в окно.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['кричать', 'в', 'окно'];['кричать', 'окно'];['V', 'S'];['кричать', 'окно'];['V', 'S']
(Немного отступя от окна, с досадою.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['немного', 'отступя', 'от', 'окно', 'с', 'досада'];['немного', 'отступя', 'окно', 'досада'];['ADV', 'ADV', 'S', 'S'];['немного', 'отступя', 'окно', 'досада'];['ADV', 'ADV', 'S', 'S']
Те же и Добчинский.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['тот', 'же', 'и', 'добчинский'];['добчинский'];['S'];['Имя'];['PERSN']
(размахивает руками);0;0;0;1;0;0;0;0;gogol-revizor;1836;['размахивать', 'рука'];['размахивать', 'рука'];['V', 'S'];['размахивать', 'рука'];['V', 'S']
(Читает.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['читать'];['читать'];['V'];['читать'];['V']
(Останавливается.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['останавливаться'];['останавливаться'];['V'];['останавливаться'];['V']
(Продолжает читать.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['продолжать', 'читать'];['продолжать', 'читать'];['V', 'V'];['продолжать', 'читать'];['V', 'V']
(бежит и кричит в дверь).;0;1;0;0;0;0;0;0;gogol-revizor;1836;['бежать', 'и', 'кричать', 'в', 'дверь'];['бежать', 'кричать', 'дверь'];['V', 'V', 'S'];['бежать', 'кричать', 'дверь'];['V', 'V', 'S']
Мишка входит.;0;0;0;1;0;0;1;0;gogol-revizor;1836;['мишка', 'входить'];['мишка', 'входить'];['S', 'V'];['мишка', 'входить'];['S', 'V']
(садится к столу, пишет записку и между тем говорит);0;1;1;0;0;0;0;0;gogol-revizor;1836;['садиться', 'к', 'стол', 'писать', 'записка', 'и', 'между', 'то', 'говорить'];['садиться', 'стол', 'писать', 'записка', 'говорить'];['V', 'S', 'V', 'S', 'V'];['садиться', 'стол', 'писать', 'записка', 'говорить'];['V', 'S', 'V', 'S', 'V']
Анна Андреевна и Марья Антоновна.;0;1;0;0;0;0;0;0;gogol-revizor;1836;['анна', 'андреевна', 'и', 'марья', 'антоновна'];['анна', 'андреевна', 'марья', 'антоновна'];['S', 'S', 'S', 'S'];['Имя', 'Имя', 'Имя', 'Имя'];['PERSN', 'PERSN', 'PERSN', 'PERSN']
(Поспешно уходит вместе с Марьей Антоновной и говорит за сценою.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['поспешно', 'уходить', 'вместе', 'с', 'марья', 'антоновна', 'и', 'говорить', 'за', 'сцена'];['поспешно', 'уходить', 'вместе', 'марья', 'антоновна', 'говорить', 'сцена'];['ADV', 'V', 'ADV', 'S', 'S', 'V', 'S'];['поспешно', 'уходить', 'вместе', 'Имя', 'Имя', 'говорить', 'сцена'];['ADV', 'V', 'ADV', 'PERSN', 'PERSN', 'V', 'S']
По уходе их отворяются двери, и Мишка выбрасывает из них сор. Из других дверей выходит Осип с чемоданом на голове.;0;1;0;1;0;0;0;0;gogol-revizor;1836;['по', 'уход', 'их', 'отворяться', 'дверь', 'и', 'мишка', 'выбрасывать', 'из', 'они', 'сор', 'из', 'другой', 'дверь', 'выходить', 'осип', 'с', 'чемодан', 'на', 'голова'];['уход', 'отворяться', 'дверь', 'мишка', 'выбрасывать', 'сор', 'дверь', 'выходить', 'осип', 'чемодан', 'голова'];['S', 'V', 'S', 'S', 'V', 'S', 'S', 'V', 'V', 'S', 'S'];['уход', 'отворяться', 'дверь', 'мишка', 'выбрасывать', 'сор', 'дверь', 'выходить', 'осип', 'чемодан', 'голова'];['S', 'V', 'S', 'S', 'V', 'S', 'S', 'V', 'V', 'S', 'S']
Мишка и Осип.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['мишка', 'и', 'осип'];['мишка', 'осип'];['S', 'V'];['мишка', 'осип'];['S', 'V']
Оба несут чемодан в боковую комнату.;0;0;0;0;1;0;0;0;gogol-revizor;1836;['оба', 'нести', 'чемодан', 'в', 'боковой', 'комната'];['оба', 'нести', 'чемодан', 'боковой', 'комната'];['NUM', 'V', 'S', 'A', 'S'];['оба', 'нести', 'чемодан', 'боковой', 'комната'];['NUM', 'V', 'S', 'A', 'S']
Квартальные отворяют обе половинки дверей. Входит Хлестаков. за ним городничий, далее попечитель богоугодных заведений, смотритель училищ, Добчинский и Бобчинский с пластырем на носу. Городничий указывает квартальным на полу бумажку – они бегут и снимают ее, толкая друг друга впопыхах.;0;0;0;0;1;0;0;0;gogol-revizor;1836;['квартальный', 'отворять', 'оба', 'половинка', 'дверь', 'входить', 'хлестаков', 'за', 'он', 'городничий', 'далее', 'попечитель', 'богоугодный', 'заведение', 'смотритель', 'училище', 'добчинский', 'и', 'бобчинский', 'с', 'пластырь', 'на', 'нос', 'городничий', 'указывать', 'квартальный', 'на', 'пол', 'бумажка', 'они', 'бежать', 'и', 'снимать', 'она', 'толкать', 'друг', 'друг', 'впопыхах'];['квартальный', 'отворять', 'оба', 'половинка', 'дверь', 'входить', 'хлестаков', 'городничий', 'далее', 'попечитель', 'богоугодный', 'заведение', 'смотритель', 'училище', 'добчинский', 'бобчинский', 'пластырь', 'нос', 'городничий', 'указывать', 'квартальный', 'пол', 'бумажка', 'бежать', 'снимать', 'толкать', 'друг', 'друг', 'впопыхах'];['S', 'V', 'NUM', 'S', 'S', 'V', 'S', 'S', 'ADV', 'S', 'A', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'V', 'S', 'S', 'S', 'V', 'V', 'V', 'S', 'S', 'ADV'];['квартальный', 'отворять', 'оба', 'половинка', 'дверь', 'входить', 'Имя', 'городничий', 'далее', 'попечитель', 'богоугодный', 'заведение', 'смотритель', 'училище', 'Имя', 'Имя', 'пластырь', 'нос', 'городничий', 'указывать', 'квартальный', 'пол', 'бумажка', 'бежать', 'снимать', 'толкать', 'друг', 'друг', 'впопыхах'];['S', 'V', 'NUM', 'S', 'S', 'V', 'PERSN', 'S', 'ADV', 'S', 'A', 'S', 'S', 'S', 'PERSN', 'PERSN', 'S', 'S', 'S', 'V', 'S', 'S', 'S', 'V', 'V', 'V', 'S', 'S', 'ADV']
(подбегая).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['подбегать'];['подбегать'];['V'];['подбегать'];['V']
(в сторону).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Добчинскому).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['добчинский'];['добчинский'];['S'];['Имя'];['PERSN']
(в сторону).;0;1;0;0;0;0;0;0;gogol-revizor;1836;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
(Вслух.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['вслух'];['вслух'];['ADV'];['вслух'];['ADV']
(в сторону).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['в', 'сторона'];['сторона'];['S'];['сторона'];['S']
Те же, Анна Андреевна и Марья Антоновна.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['тот', 'же', 'анна', 'андреевна', 'и', 'марья', 'антоновна'];['анна', 'андреевна', 'марья', 'антоновна'];['S', 'S', 'S', 'S'];['Имя', 'Имя', 'Имя', 'Имя'];['PERSN', 'PERSN', 'PERSN', 'PERSN']
(раскланиваясь).;0;0;0;0;1;0;0;0;gogol-revizor;1836;['раскланиваться'];['раскланиваться'];['V'];['раскланиваться'];['V']
(рисуясь).;0;0;0;1;0;0;0;0;gogol-revizor;1836;['рисоваться'];['рисоваться'];['V'];['рисоваться'];['V']
(посматривает на Анну Андреевну и рисуется перед ней);0;0;0;1;0;0;0;0;gogol-revizor;1836;['посматривать', 'на', 'анна', 'андреевна', 'и', 'рисоваться', 'перед', 'она'];['посматривать', 'анна', 'андреевна', 'рисоваться'];['V', 'S', 'S', 'V'];['посматривать', 'Имя', 'Имя', 'рисоваться'];['V', 'PERSN', 'PERSN', 'V']
(Городничему.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['городничий'];['городничий'];['S'];['городничий'];['S']
Городничий и все садятся.;0;0;0;1;0;0;0;0;gogol-revizor;1836;['городничий', 'и', 'все', 'садиться'];['городничий', 'садиться'];['S', 'V'];['городничий', 'садиться'];['S', 'V']
(Обращаясь ко всем.);0;0;0;1;0;0;0;0;gogol-revizor;1836;['обращаться', 'ко', 'все'];['обращаться', 'ко'];['V', 'PR'];['обращаться', 'ко'];['V', 'PR']
Городничий и прочие с робостью встают с своих стульев.;0;0;0;1;1;0;0;0;gogol-revizor;1836;['городничий', 'и', 'прочий', 'с', 'робость', 'вставать', 'с', 'свой', 'стул'];['городничий', 'прочий', 'робость', 'вставать', 'свой', 'стул'];['S', 'A', 'S', 'V', 'APRO', 'S'];['городничий', 'прочий', 'робость', 'вставать', 'свой', 'стул'];['S', 'A', 'S', 'V', 'APRO', 'S']
Городничий и прочие трясутся от страха. Хлестаков горячится сильнее.;0;0;0;0;1;0;0;0;gogol-revizor;1836;['городничий', 'и', 'прочий', 'трястись', 'от', 'страх', 'хлестаков', 'горячиться', 'сильно'];['городничий', 'прочий', 'трястись', 'страх', 'хлестаков', 'горячиться', 'сильно'];['S', 'A', 'V', 'S', 'S', 'V', 'ADV'];['городничий', 'прочий', 'трястись', 'страх', 'Имя', 'горячиться', 'сильно'];['S', 'A', 'V', 'S', 'PERSN', 'V', 'ADV']
