text;setting;entrance;exit;business;delivery;modifier;location;unknown;play;year
Быстро распечатывает и читает. Шпуньдик и Пряжкина со вниманием глядят на него. Мошкин страшно бледнеет во время чтения и, окончив письмо, падает на кресло. Шпуньдик и Пряжкина хотят приблизиться к нему, но он тотчас вскакивает и говорит прерывающимся голосом.;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
Делает знаки руками Шпуньдику и Пряжкиной, Стратилат выходит и тотчас возвращается с почтальоном. У почтальона на голове кивер.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Он совершенно растерялся.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Мошкину).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
Стратилат и почтальон выходят. Миша, опомнись…;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(вдруг останавливаясь).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(развертывая письмо).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Шпуньдик и Пряжкина становятся по бокам Мошкина.;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;turgenev-holostjak;1849
(взглядывая на Шпуньдика);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Мошкин выговаривает многого, а не многова.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(К Шпуньдику.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
Шпуньдик глядит в письмо. Мошкин продолжает.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Мошкин качает головой);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Мошкин закрывает лицо руками.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Помолчав.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(отрывая руки от лица).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Начинает быстро ходить по комнате.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Наступает на Шпуньдика.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Стратилат входит.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Стратилат подает ему шапку, но он ее не берет и продолжает ходить.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(С сердцем махая рукой.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(вскрикивая).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(вырывая у него шапку).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Стратилат бежит за шубой.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Надевая шубу.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Убегает. Шпуньдик и Стратилат стоят в недоумении. Пряжкина, охая, садится. Стратилат, переглядываясь с Шпуньдиком, медленно уходит.;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(охая, задыхаясь и складывая руки).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(подходя к ней).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(садясь подле нее).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(сморкаясь и приходя немного в себя, плаксивым голосом).;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(тем же плаксивым голосом).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(все тем же голосом).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(мгновенно переменяя голос).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Прислушиваясь.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Целует концы своих пальцев.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Со вздохом.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Опять хнычет.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(начиная плакать).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(рыдая).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с досадой).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(утирая слезы).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(оглядываясь).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Пряжкина оборачивается: из передней входит Мошкин в шапке и шубе Он медленно идет до середины сцены, уронив руки и неподвижно уставив глаза на пол Стратилат идет за ним.;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;turgenev-holostjak;1849
(вскакивая вместе).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(не глядя на них).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(сбрасывая шапку на пол).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Стратилат стаскивает с него шубу.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Садится на кресло и закрывает лицо руками.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Стратилат поднимает шапку с пола и уходит с шубой.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(вдруг поднимая голову).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Вскакивая.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с глубоким чувством оскорбленного достоинства).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Кладет руку на плечо Шпуньдику.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Останавливается.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Подумав.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(убедительным голосом).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Пряжкиной.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Пряжкина кивает головой.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(начиная ходить по комнате).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Останавливаясь.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Ходит по комнате.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(продолжая ходить по комнате и рассуждать с самим собою).;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Останавливается и значительно взглядывает на Пряжкину.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(хныкая).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(не слушая их).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(К Шпуньдику и Пряжкиной.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(торопливо).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Шпуньдику.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Слегка понукает их в спину.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Выпроваживает их, быстро возвращается на авансцену и вдруг останавливается.);0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;turgenev-holostjak;1849
(Помолчав.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Подходит к двери.);0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;turgenev-holostjak;1849
(Быстро подходит к зеркалу.);0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;turgenev-holostjak;1849
(Взбивает щеткой волосы.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Проводит рукой по лицу.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Застегивается.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Подходит к двери.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Возвращается к столу, наливает стакан и пьет.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Из боковой двери выходит Маша.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Оборачивается и при виде Маши теряется совершенно.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с недоумением).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(торопливо).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
Маша садится.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(подсаживаясь к ней).;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;turgenev-holostjak;1849
Она взглядывает на него.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Маша отворачивается.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Он делает неопределенные движения руками.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Утирает лицо платком.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с горькой усмешкой);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Хочет взглянуть на нее и не может.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(помолчав).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(вдруг с большим волнением).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(конфузясь).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(быстро);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(быстро).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с принужденной улыбкой).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(ища у себя в карманах).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с отчаянием);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(медленно вынимая письмо из бокового кармана).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Маша вырывает у него письмо и с жадностью начинает читать. Мошкин встает, отходит немного в сторону и отворачивается. Маша кончает письмо, остается на мгновение неподвижной и вдруг с глухими рыданиями закрывает лицо руками Мошкин подбегает к ней.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(К самому себе.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Снова обращаясь к Маше.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
Она протягивает ему руку.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(сквозь слезы).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Утирает глаза платком.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(опять подсаживается к ней и отбирает у ней письмо).;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;turgenev-holostjak;1849
(Опять плачет.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(уныло).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(помолчав немного).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(поспешно).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(вставая).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(складывая руки).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(несколько обиженная).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(вскакивая).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с испугом);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(задыхающимся голосом).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(почти крича).;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Вдруг останавливается.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с невыразимым удивлением).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(необыкновенно быстро);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
Маша делает движение рукой.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(помолчав).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с сердцем).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(глядит на него некоторое время. тронутым голосом).;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Хочет ее обнять.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(обнимая его).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Провожая ее до двери.);0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;turgenev-holostjak;1849
(помолчав немного).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Подумав.);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Быстро уходит.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(один).;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Прыгает.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Оглядываясь и тихонько про себя.);0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Махая рукой.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Схватывает шапку и в дверях сталкивается с Шпуньдиком и Пряжкиной.;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;turgenev-holostjak;1849
(с недоумением).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Шпуньдику.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Убегает.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(обращается в величайшем недоумении к Пряжкиной).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(задыхающимся голосом и ловя рукой ручку кресел, словно падая в обморок).;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(поддерживая ее, с испугом).;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Кричит.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(замирая).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с отчаянием).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(выбегая из передней).;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(выпрямляясь и с достоинством отталкивая Шпуньдика).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с изумлением).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(хныкая).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с досадой).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Стратилату.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
Стратилат выходит.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Пряжкиной.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
Мошкин вбегает из передней.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Мошкину.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Отводя Шпуньдика в сторону.);0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;turgenev-holostjak;1849
Обнимаются.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(тихонько).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(с недоумением).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(не отвечая ему, Пряжкиной).;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Обнимает ее.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
(Обнимает их обоих.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;turgenev-holostjak;1849
Комната холостяка.;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Подколесин один, лежит на диване с трубкой.;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Подколесин, Степан.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Степан уходит.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Подколесин один.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Подколесин, Степан.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Подколесин один.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Подколесин, Степан.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Степан уходит.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Подколесин, потом Степан.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Подколесин и Фекла.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(показывает на горло);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Щупает свои волосы.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Уходит в другую комнату.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Фекла и Кочкарев, вбегая.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Увидев Феклу.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Те же и Подколесин с зеркалом в руках, в которое вглядывается очень внимательно.;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(подкрадываясь сзади, пугает его).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(вскрикнув и роняя зеркало).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Указывает на Феклу.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(К Фекле.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Уходит с досадой.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Подколесин и Кочкарев.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(одеваясь перед зеркалом).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(надевая воротнички).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Надевает фрак и садится.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Вполголоса.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Степану.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;gogol-zhenitba;1842
(в дверях).;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;gogol-zhenitba;1842
Оба уходят.;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Комната в доме Агафьи Тихоновны.;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Агафья Тихоновна раскладывает на картах, из-за руки глядит тетка Арина Пантелеймоновна.;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Те же и Фекла.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(вскрикивает).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;gogol-zhenitba;1842
(вскрикивает).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Схватывает все, что ни есть на столе, и бегает по комнате.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Стаскивает салфетку и мечется по комнате.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Мечется по комнате.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Дуняшка кричит издалека: «Сейчас!»;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;gogol-zhenitba;1842
(вбегая).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Дуняшка бежит в сени и отворяет дверь. Слышны голоса: «Дома?» — «Дома, пожалуйте в комнату». Все с любопытством стараются рассмотреть в замочную скважину.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(вскрикивает).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;gogol-zhenitba;1842
Все бегут опрометью.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Иван Павлович Яичница и девчонка.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Читает.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Подымает глаза вверх и обсматривает комнату.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Продолжает читать.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Значительно сжимает губы.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Слышен звонок. Дуняшка бежит впопыхах через комнату отворять дверь. Слышны голоса: «Дома?» — «Дома».;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Иван Павлович и Анучкин.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Уходит.);0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Анучкин раскланивается с Яичницей.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(в сторону).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Вслух.);0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;gogol-zhenitba;1842
(в сторону).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;gogol-zhenitba;1842
Слышен звонок. Дуняшка бежит через комнату отворять дверь. В сенях голоса: «Дома?» — «Дома».;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Те же и Жевакин, в сопровождении девчонки.;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(девчонке).;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Поворачивается.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Гладит рукою рукав фрака и поглядывает на Анучкина и Ивана Павловича.);0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Делает ей ручку и, подходя к зеркалу, слегка взъерошивает волосы.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(показывает на плеча);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Кланяется и размахивает рукою.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Делает рукою движение.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(не дослышав).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(кланяясь).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
Слышен в сенях звонок, Фекла бежит через комнату отворять.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(бежит впопыхах).;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
(Отворяет дверь.);0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;gogol-zhenitba;1842
